,Final Portfolio Value
1885,113003.55418537988
1886,133250.01147953188
1887,142895.4167580573
1888,125742.8969887097
1889,150234.45968553986
1890,99150.690872066
1891,135039.0399873584
1892,110385.01703162436
1893,174515.8268227074
1894,144637.83782161374
1895,94794.03203199359
1896,152912.44250459893
1897,119149.8578788359
1898,154218.65863492375
1899,125661.13557132102
1900,132715.67440804112
1901,78281.03168719764
1902,66734.78542381692
1903,103389.89762541925
1904,83436.85122439681
1905,94011.37621295812
1906,102222.54586946708
1907,131674.82283885928
1908,81215.36557325374
1909,183923.56310270072
1910,140834.3436642162
1911,112785.16049648244
1912,97817.2800133623
1913,99321.21368810767
1914,117461.17978924098
1915,118373.4496721554
1916,159923.58877928482
1917,79250.50435365444
1918,125608.09264846393
1919,126001.7770421269
1920,54441.59985868474
1921,92807.67480008607
1922,117554.67370418675
1923,191869.67659335423
1924,130767.1076290331
1925,152900.3589321101
1926,151551.50299639598
1927,130859.03563229584
1928,118265.81644533023
1929,107552.52795995605
1930,143842.3813892499
1931,96961.82906715553
1932,109687.74503702263
1933,136475.83211613024
1934,103588.52394736162
1935,170333.47946166407
1936,118095.46111379671
1937,107543.81957251286
1938,112459.71429668972
1939,159854.22897012625
1940,117206.65077908557
1941,169514.69839581675
1942,79336.48730667763
1943,106592.88384146636
1944,91111.34473396983
1945,136763.63830717845
1946,118724.43554946229
1947,186774.337063775
1948,85192.21948248723
1949,118524.06681144079
1950,145790.4818311817
1951,131165.1947173544
1952,121317.97979510273
1953,161707.3808770746
1954,113503.56751303237
1955,147628.22457353305
1956,120768.01076285997
1957,136290.02372638334
1958,123905.86708917715
1959,104613.15709213838
1960,142108.29198213693
1961,119053.34690322993
1962,126441.07853282108
1963,135987.7632242814
1964,122622.91735639941
1965,100473.74948212277
1966,109471.15571903145
1967,103311.07450331931
1968,88345.65344447727
1969,108039.39239265419
1970,91368.77849780877
1971,100736.9636403934
1972,136302.06617892667
1973,143487.2326341528
1974,206436.19518073945
1975,118267.58503092984
1976,114985.9897564846
1977,151967.35066077975
1978,132695.95427715738
1979,132359.13606270656
1980,124958.64091731359
1981,123364.77999194087
1982,69281.68906621366
1983,94398.71512601254
1984,113925.58891029931
1985,114356.8703838473
1986,133294.93829061172
1987,103164.55626281748
1988,121269.99526178841
1989,157071.77801321118
1990,110098.46388034183
1991,113084.04883451304
1992,88180.26739051162
1993,142131.9911306402
1994,142383.6940529742
1995,124872.69946853424
1996,147865.39732486577
1997,146766.81341030117
1998,94443.16080263426
1999,122774.52405659182
2000,168776.523496478
2001,99425.08358941757
2002,87119.29077250331
2003,196059.01240501474
2004,111418.79164789576
2005,101088.96187595093
2006,115262.51000132198
2007,107910.17308476918
2008,136692.1816154433
2009,147885.2109703314
2010,120276.28067414294
2011,144538.41109879836
2012,228667.7205402362
2013,90320.898888932
2014,188665.74030608768
2015,116729.68546921227
2016,117604.18067392355
2017,113338.58879227751
2018,102801.34969637249
2019,158871.25594862652
2020,96237.82973783278
2021,84392.73624801991
2022,104121.16338531215
2023,89242.98136703351
2024,97838.2201520797
2025,132420.33904591954
2026,135572.0697479544
2027,103753.5132926358
2028,132415.01681387782
2029,153239.4734470113
2030,145241.70841785098
2031,80379.78134179194
2032,109332.42348805552
2033,131095.27183982087
2034,141266.45606999914
2035,181759.76331339707
2036,123775.84496623902
2037,89902.93349310105
2038,86584.89476856151
2039,192801.46177292985
2040,120797.36616640855
2041,183403.12385754348
2042,150674.31753730602
2043,88354.50132449638
2044,116553.97560264118
2045,151042.54522137693
2046,98351.13827457011
2047,200346.87824325718
2048,161479.95150099453
2049,140471.30347862176
2050,116166.83838857873
2051,102880.65591349949
2052,115304.3782826683
2053,141773.80645710803
2054,131422.87913299957
2055,132044.5605934887
2056,146141.2164231017
2057,240696.61559601236
2058,112249.81923530759
2059,94485.38903052374
2060,129596.57454067122
2061,141341.67709339727
2062,165305.3763507076
2063,92451.98567617792
2064,133282.9066043972
2065,134907.29623410842
2066,93454.45934294902
2067,126717.28943064054
2068,136527.1404191593
2069,83381.71051520709
2070,109812.21634930049
2071,102949.48486192481
2072,82147.2325958952
2073,107881.50190712034
2074,172642.77525866902
2075,130198.91534278524
2076,126226.53590449355
2077,123581.11276812355
2078,111717.19324000875
2079,93924.71555391898
2080,71043.38944425606
2081,116947.48078446157
2082,84016.46172885614
2083,151841.32944480228
2084,89210.56949084744
2085,138159.21435341644
2086,90739.81203720729
2087,126040.52244924643
2088,171954.05401251
2089,97862.2317237254
2090,141678.77920813736
2091,108986.4761961213
2092,121950.17722512687
2093,161404.01763548423
2094,101799.60626487061
2095,111856.08585829195
2096,129910.44135173115
2097,103348.73818669202
2098,149251.87032741748
2099,67114.70818347925
2100,163656.48175314162
2101,114533.90754803878
2102,113966.28482081476
2103,120567.84569053582
2104,73404.6068380725
2105,137224.46177595816
2106,140723.8224493672
2107,88750.11622601056
2108,115281.51217247968
2109,114701.1279603434
2110,123279.11738991122
2111,113791.7676579789
2112,80295.28837733803
2113,110882.92886072777
2114,113003.0135677548
2115,100129.83980087626
2116,166626.47436851243
2117,111903.21290083922
2118,121836.20422010357
2119,160364.33997637808
2120,119361.59072964027
2121,110352.18073179318
2122,124065.34616102066
2123,147140.4942145487
2124,105415.39140231822
2125,79368.4772650955
2126,127566.5394817877
2127,163803.466852321
2128,120969.39618610838
2129,134733.1314057542
2130,137970.4724649852
2131,113377.55833770304
2132,130926.53083161014
2133,161790.05208024636
2134,97249.28732483875
2135,128710.74660930788
2136,114872.03537861542
2137,94084.80953011267
2138,124252.1000288616
2139,129029.99200421532
2140,124300.25979859149
2141,114917.28304545519
2142,123796.98482494064
2143,129110.98872161038
2144,129073.80367797468
2145,145371.1684666349
2146,126373.67447337981
2147,114973.71330359468
2148,141160.27788862368
2149,83642.06759419422
2150,139636.7881340969
2151,126758.28383819012
2152,134274.17162747166
2153,126689.09609762109
2154,204667.95362139255
2155,117493.82534758668
2156,142373.5841130495
2157,135455.93120874875
2158,100204.94542704248
2159,168480.5734109676
2160,107415.287885511
2161,102024.97312834107
2162,97894.49003968218
2163,128020.58927783334
2164,101233.1106026317
2165,148328.59088538366
2166,113270.2008444971
2167,99843.3952351472
2168,107459.58949476451
2169,124838.70205511514
2170,144057.2940471995
2171,103824.26913416648
2172,134415.21065208662
2173,105458.47371947182
2174,164652.06211621274
2175,137513.31331208834
2176,124727.75101604626
2177,96714.21129088335
2178,108033.3207930066
2179,127502.3544704578
2180,154267.80823110414
2181,110396.39531327398
2182,168388.67884379215
2183,118448.42020211156
2184,127819.59034644834
2185,135661.4269632492
2186,90011.4670905955
2187,79040.20906231744
2188,126624.83161837324
2189,95320.43023458858
2190,116198.38310096542
2191,102933.09687166855
2192,135628.92047749308
2193,124936.35881424388
2194,95440.65173526076
2195,89110.43476795762
2196,137967.46156353154
2197,105164.71264646192
2198,137235.6969375685
2199,122364.43473370044
2200,91915.07866588754
2201,94014.58400693527
2202,206508.28787376385
2203,160225.60541045197
2204,103519.08373069642
2205,139885.58815917943
2206,141095.55169770404
2207,148038.81228651287
2208,126860.7514544567
2209,79217.6744996372
2210,114105.96080889685
2211,95971.75628851338
2212,97365.84780844727
2213,112792.1886875153
2214,115103.17684829849
2215,117401.64477667712
2216,117798.12534092169
2217,127852.7147408112
2218,121880.5826448231
2219,93820.28069590777
2220,107979.74722419099
2221,107752.46328183563
2222,112558.3792373694
2223,131575.81080896646
2224,151993.3057613587
2225,71187.0318942062
2226,156455.12759726358
2227,129031.07429281564
2228,154327.6520847046
2229,166312.46738687935
2230,98088.99307973353
2231,172526.79397858147
2232,79108.40710479756
2233,78967.21128678879
2234,101294.3689884529
2235,145850.52810080387
2236,148687.540108066
2237,131059.97727406822
2238,98910.98971349372
2239,116959.51748798652
2240,86754.87453749095
2241,103222.45515660832
2242,130440.01788752289
2243,112913.73790160698
2244,95310.75017350215
2245,118064.6440299962
2246,143526.33703300275
2247,115964.499123575
2248,115597.72094280364
2249,100337.97858565566
2250,104876.41679078391
2251,155395.7268764382
2252,117994.86812255584
2253,124895.85287619836
2254,75412.42538136135
2255,121569.03528749665
2256,104208.97692218807
2257,108793.84586184022
2258,154684.91598377895
2259,113001.8871812593
2260,106256.12077451841
2261,92705.84905194555
2262,141035.88050572586
2263,117503.03645924019
2264,134593.91427473718
2265,95479.20193247448
2266,155150.50159855842
2267,124748.66105252058
2268,108384.71788807411
2269,101288.17100367155
2270,152876.41530264055
2271,153812.65948147312
2272,146616.46058561932
2273,150886.56511883947
2274,124580.98974309981
2275,133457.21726829038
2276,125387.11344651938
2277,98816.72584986562
2278,137093.35422897656
2279,193287.03461026365
2280,93233.85849835447
2281,112449.93399903491
2282,103661.65359891484
2283,136863.6678404469
2284,101268.81592140297
2285,95014.59901245493
2286,152437.35187262902
2287,105650.57543789312
2288,181570.3070989725
2289,104486.84072520718
2290,140655.13869756155
2291,82983.69825348778
2292,174436.13441426668
2293,166045.88077224905
2294,134194.43566170894
2295,165445.67290522484
2296,149845.36490724795
2297,99513.9772912846
2298,121492.52561655415
2299,122474.92769268205
2300,112260.86439327427
2301,109817.21007854333
2302,102421.09930692194
2303,87070.7454298416
2304,110514.316500482
2305,130517.91392667676
2306,104716.06715992438
2307,70317.44510225147
2308,200643.11017374363
2309,88513.18602796947
2310,147172.05535335932
2311,124236.58750756332
2312,133614.75582038256
2313,108289.76636487615
2314,101887.57718845407
2315,126162.51731476869
2316,99210.19638799384
2317,120268.4481855921
2318,121447.99425950527
2319,109634.65666026504
2320,134510.023650427
2321,134289.9207380277
2322,113949.06903054203
2323,124585.79471522066
2324,153553.78470102855
2325,91650.85704689646
2326,156819.92062425398
2327,163611.48394757093
2328,94224.63867490839
2329,90907.23953415483
2330,114292.13514681943
2331,93314.21134106697
2332,78975.44849448859
2333,109112.56691058258
2334,94681.1496618431
2335,74850.09648473453
2336,113677.74884501022
2337,87206.79941893458
2338,89797.62001008811
2339,100339.96115297628
2340,107104.53709654041
2341,143874.57394411144
2342,85200.68248454986
2343,131591.44398836623
2344,128056.36434924786
2345,192884.7048235342
2346,151114.28990792518
2347,127131.63506688707
2348,105577.00051051677
2349,129501.95966688562
2350,122381.25660162837
2351,101543.32435819064
2352,139466.56894501793
2353,123758.39016743883
2354,122054.30626901344
2355,116884.13110310935
2356,102117.65091037295
2357,119469.49442150415
2358,122128.03576104346
2359,162871.49478828168
2360,124586.50978404973
2361,102803.34890826559
2362,99740.11575140033
2363,118914.03606599373
2364,100029.02131155893
2365,128829.2538151302
2366,140819.0492008828
2367,149737.05310681748
2368,143530.24434260308
2369,105203.65750010581
2370,131935.01273572445
2371,78914.69513970336
2372,79170.22146642873
2373,100837.44777569044
2374,134760.20255057362
2375,131223.6449184
2376,100116.7713978776
2377,126370.04918026687
2378,81929.37457043913
2379,99957.20613952632
2380,137942.19975482865
2381,105415.79836587678
2382,122390.37836802388
2383,141775.44322129292
2384,136248.97773187558
2385,159836.27071245757
2386,130075.78435259181
2387,94108.39259404996
2388,155246.4731477566
2389,106115.47759841954
2390,103264.06914481228
2391,145219.5831263835
2392,125430.93524223872
2393,90880.03407248312
2394,108343.38656990648
2395,107099.26014546482
2396,96999.21807188583
2397,199808.46847190187
2398,120484.10365151695
2399,136404.14847726445
2400,114787.05098385537
2401,133739.9614532802
2402,80417.15625348293
2403,154780.22489140782
2404,109874.89276888111
2405,123919.06989759557
2406,122793.58718564767
2407,208959.895756362
2408,116247.88210072952
2409,117154.16921457378
2410,95601.34149611338
2411,118425.54465289334
2412,102585.73465593657
2413,62740.83350125986
2414,112775.74432083353
2415,153621.4697019744
2416,147887.58565710892
2417,93919.29439883205
2418,81085.28998243994
2419,96763.2026280955
2420,90171.05048864378
2421,126824.4809360328
2422,99511.62761224729
2423,85374.86640223602
2424,106605.3832712473
2425,116239.49261466145
2426,148408.42987438652
2427,80638.76686861484
2428,122545.70177923479
2429,93155.74825053039
2430,120975.28113556007
2431,113286.15787749275
2432,141342.96680222353
2433,94867.77153609873
2434,94441.41092805927
2435,133103.14867114
2436,153724.28676023238
2437,77434.81647578056
2438,129785.10681996007
2439,84608.61598838009
2440,137821.35219582185
2441,109899.6042166291
2442,134402.3277167624
2443,88618.86710618804
2444,91251.89412839475
2445,169953.88383654322
2446,154699.28936626425
2447,137729.90717957457
2448,133797.17345711993
2449,134532.97776628786
2450,160859.15653070837
2451,95504.91582345807
2452,70870.30186668565
2453,74020.85625598721
2454,97992.30149373914
2455,112664.84239181085
2456,130135.50532457541
2457,94980.8868810042
2458,140917.7261679992
2459,111973.11855361842
2460,175332.4729233143
2461,120749.60649573474
2462,97624.13618661561
2463,91237.06117080957
2464,86559.63140140525
2465,144512.9924071269
2466,117893.57718249656
2467,156450.0232391588
2468,92078.02911865915
2469,147055.7414969355
2470,100647.75291389727
2471,105820.1050114716
2472,184158.96397838503
2473,105648.56068688486
2474,158750.5184440214
2475,110011.1188429262
2476,128299.65689421559
2477,88852.6874428689
2478,121290.89981841337
2479,182138.6938169501
2480,160684.51352556355
2481,87715.79834409231
2482,142246.98874158747
2483,144155.34953508372
2484,114720.88610816082
2485,89634.46535076604
2486,114012.98348576333
2487,110515.35482882953
2488,143404.4824659167
2489,119976.1194826616
2490,139760.63071950508
2491,130477.7695936856
2492,155358.1007040856
2493,100544.21508975577
2494,130321.25002253587
2495,80567.82128466254
2496,147057.0093306195
2497,140380.89167524752
2498,113497.26488287275
2499,127215.87623523237
2500,73542.56487863311
2501,77138.20789677206
2502,139429.42571686272
2503,138075.7884825844
2504,112867.16014058287
2505,183798.87391543904
2506,137236.52783774072
2507,156964.44347806243
2508,119239.13380379068
2509,107069.43381880963
2510,147704.2509711086
2511,71470.6552048664
2512,87050.66371276166
2513,144062.08730487118
2514,97714.25226429338
2515,78101.73916875514
2516,103342.20957965638
2517,167217.3145161476
2518,105881.11420313729
2519,137533.52154195227
2520,121417.52182980723
2521,120302.6053337051
2522,144327.59576889814
2523,105607.79347377429
2524,115551.33334443186
2525,143992.86666755137
2526,96656.44546798548
2527,104105.94613418575
2528,85513.32463751655
2529,114381.4730838135
2530,122166.37556709886
2531,94071.25934245788
2532,99222.78263406888
2533,99754.04928078505
2534,200592.11268399065
2535,86436.51788200947
2536,138432.1431579632
2537,90032.00463637445
2538,113282.02464879678
2539,130844.07850230462
2540,181387.94249281634
2541,89498.75133884406
2542,94123.31575020707
2543,94513.92098351232
2544,168181.06948494914
2545,140148.0540745626
2546,118782.69178928
2547,104945.7722638228
2548,122080.68532725814
2549,128601.3399054381
2550,102327.52683556256
2551,211639.6832991258
2552,129902.27807910419
2553,106896.84647933468
2554,129385.72315422607
2555,103609.3695689297
2556,157458.07798562926
2557,121992.31606423564
2558,104757.67768208719
2559,84726.35701810484
2560,133970.1128945574
2561,71836.41895723382
2562,126389.067473847
2563,113988.83859253406
2564,109218.04845560263
2565,116970.05988947647
2566,160480.64156481947
2567,108941.77097367827
2568,121147.35260856846
2569,110062.7511289853
2570,149165.41654744436
2571,115988.95214315319
2572,88433.95140903389
2573,96567.0258731824
2574,87684.63334329726
2575,172405.18663630486
2576,135369.6177835334
2577,128095.76266264697
2578,145023.748832938
2579,122961.86100139433
2580,115477.98012950055
2581,145175.3863019439
2582,117895.83039791122
2583,105119.01257628795
2584,117773.0088056072
2585,111874.52282162508
2586,117041.27545795722
2587,130155.83908949314
2588,148516.90518881383
2589,128094.29158955954
2590,122059.68348398947
2591,140613.85588544095
2592,84265.73591402768
2593,134872.08586077025
2594,133462.7203517638
2595,99154.34276708642
2596,168983.4309405902
2597,122210.15635900594
2598,156735.1020045387
2599,105191.99634085603
2600,75176.06996671643
2601,84065.14546693704
2602,86138.00792708786
2603,104884.86848880569
2604,102994.72439475455
2605,101438.40189690843
2606,109423.85926389105
2607,119619.60579094748
2608,117730.93614739942
2609,96673.66800682704
2610,79057.902392114
2611,157843.53714308998
2612,122011.85624050346
2613,122955.14324092196
2614,89185.69985071084
2615,122869.91796834083
2616,150357.3351668964
2617,181364.30771301352
2618,155860.56653757513
2619,140686.4356517773
2620,138799.70838886543
2621,143401.34542238872
2622,105979.1302183559
2623,85485.7944733694
2624,104383.38224139443
2625,92202.88883111009
2626,210676.32510657722
2627,224508.35422979423
2628,93519.07335337442
2629,108994.24828157588
2630,142685.7731785653
2631,94031.64498949892
2632,93656.3416936696
2633,112876.52631153516
2634,77140.86826504223
2635,92938.73587979717
2636,76965.356061186
2637,137876.63981584107
2638,113708.94020158629
2639,135243.11183060985
2640,116256.3102534094
2641,170755.7002305585
2642,69379.59475400615
2643,172461.652885916
2644,141884.32401680487
2645,75395.57839752578
2646,124619.30652589623
2647,104937.86626813175
2648,108807.67173663867
2649,74615.91886327865
2650,150571.93208566247
2651,114102.97045050807
2652,121334.24158443003
2653,120575.49995467873
2654,137857.06565582592
2655,86380.9383698685
2656,140462.75419337163
2657,103253.64531013228
2658,172020.34385413647
2659,118366.51356786731
2660,156411.39765097896
2661,121682.74744868433
2662,122009.0580265742
2663,109561.9290347901
2664,85167.50480567313
2665,108206.84830502332
2666,114370.93834869572
2667,147999.3330290412
2668,125447.26035610405
2669,70290.65237183403
2670,117081.55033751628
2671,83642.64886620326
2672,118862.58073177288
2673,106574.30049569982
2674,125030.09221819037
2675,170365.23405999943
2676,121875.55456227306
2677,111284.82697816449
2678,71879.39159893837
2679,121720.51518962755
2680,132696.9090002419
2681,114321.51703085838
2682,192453.95097835886
2683,128276.35451157182
2684,153923.88439300744
2685,79674.0269138825
2686,118751.7785917249
2687,142694.74060206857
2688,94771.51895427817
2689,145216.24264031756
2690,124112.73934977158
2691,106675.24087059154
2692,136844.59434997913
2693,56015.18616498369
2694,102826.48549154776
2695,114627.70951547367
2696,98997.4295071384
2697,136775.602975943
2698,143160.15736178277
2699,110178.1247630262
2700,155399.3649693474
2701,100258.41909384436
2702,113482.35797243338
2703,171123.05838850548
2704,143068.37851317762
2705,86705.30518712848
2706,100731.79762659148
2707,112503.05165329833
2708,114648.9552210998
2709,145178.06768384503
2710,135345.24870080108
2711,89178.09396124403
2712,78310.53500592765
2713,73888.57188992821
2714,124855.73749098313
2715,249504.99706321702
2716,120734.0365184406
2717,155418.8753982273
2718,98883.70985385028
2719,142840.02303368336
2720,125850.05277820281
2721,144246.95721227396
2722,75198.78742934785
2723,141321.13525992175
2724,107670.90097760504
2725,107307.54548278962
2726,103965.10776016406
2727,103729.85156305812
2728,120818.17505191453
2729,99286.21722659735
2730,84300.03450305296
2731,117957.41984769868
2732,128316.03328298127
2733,150991.62589692732
2734,124985.04122409306
2735,125024.72358269303
2736,169051.6537816465
2737,75749.1986235931
2738,147093.95711869618
2739,65621.18725682229
2740,91958.00401256722
2741,119966.95703566744
2742,162403.46357801143
2743,138376.96210771851
2744,160867.28993195563
2745,128172.78060000102
2746,170728.64228698358
2747,172074.76129697592
2748,90541.38749555162
2749,102639.4114026387
2750,53580.41859694615
2751,120601.72502423127
2752,113823.05741275227
2753,114451.22963075862
2754,191199.04176337447
2755,98374.05847072865
2756,134700.35268099373
2757,147450.57124115265
2758,108994.20221545071
2759,139310.64887241522
2760,143136.27822168797
2761,200062.51920207663
2762,95733.41744059962
2763,88932.45520821598
2764,145653.57474682227
2765,92684.64776470646
2766,117044.46299411719
2767,132753.2760753584
2768,90523.364844612
2769,87912.97107162973
2770,105841.90735754176
2771,97378.0806288152
2772,211825.2315827825
2773,99488.5557760763
2774,103109.90701397
2775,125087.90302607218
2776,121296.04456046592
2777,101439.61294237313
2778,82961.1083464488
2779,142823.31526348658
2780,135350.60688767835
2781,136204.85767257615
2782,144463.34449891158
2783,108516.64513784487
2784,80733.89346536364
2785,97565.59071666094
2786,131121.65116782405
2787,121232.97693777992
2788,115328.54500604619
2789,102806.29061963082
2790,174073.5805390217
2791,86208.03465576348
2792,110084.68553367772
2793,137706.84374970302
2794,130909.63838543341
2795,140730.23717732372
2796,109422.27011139796
2797,108276.63242337471
2798,126783.3757005327
2799,90819.09091109679
2800,107682.57755930832
2801,181021.9325061333
2802,142869.98133065435
2803,96926.64560015782
2804,101157.16183813759
2805,87303.8521979292
2806,117862.45413822678
2807,113756.43371346609
2808,156656.05428848192
2809,133718.74969968083
2810,186187.181923966
2811,127255.67219624485
2812,99965.09349471201
2813,123759.46067577507
2814,114212.15135226736
2815,110369.6727819499
2816,166004.94022566976
2817,115736.08563037845
2818,140434.17494017494
2819,103850.74621366072
2820,91968.66363886023
2821,113127.42913379848
2822,100391.12622934819
2823,130596.04334443467
2824,128782.05150391764
2825,85165.1354365128
2826,124268.34014353674
2827,152803.95586784946
2828,116200.53684179453
2829,86895.10310694911
2830,132013.26404170576
2831,147599.27550731075
2832,116271.12739591878
2833,115629.73036393947
2834,150003.04811717465
2835,164217.1944120209
2836,125413.21555773001
2837,133527.18971430016
2838,139466.4216158696
2839,120961.37008373185
2840,158121.66788405972
2841,132316.65669596675
2842,75191.1994629749
2843,126841.36099701557
2844,111888.60404693024
2845,132096.96804955974
2846,140899.64599030797
2847,138254.07293692784
2848,123845.84315980595
2849,89855.41272812431
2850,98977.2224663235
2851,107621.99555454639
2852,94513.46572502377
2853,135942.94607418656
2854,115833.24477893928
2855,100780.90750740108
2856,106042.05970124673
2857,82291.43032584984
2858,129152.53158746842
2859,200746.07719266386
2860,150834.1657178377
2861,92463.06192154727
2862,86620.37474759179
2863,91754.26948772249
2864,88534.64609810723
2865,176164.29600477158
2866,130827.79184937842
2867,155131.66850498106
2868,106413.79920704679
2869,95470.81153897087
2870,117908.46971398921
2871,146621.97378917926
2872,105454.23624983957
2873,200139.01712945948
2874,150076.26310430403
2875,118273.37578052888
2876,130786.21559505606
2877,151869.44727175997
2878,144759.79284654505
2879,83101.38791738366
2880,97918.24970576339
2881,133282.04899321301
2882,79844.91386317754
2883,161630.69967243445
2884,121593.73143919774
2885,87259.79409187484
2886,130402.4570559653
2887,84405.79570879992
2888,84799.97975152124
2889,86421.29353567245
2890,153027.57977630265
2891,118977.52656400342
2892,165347.28888152295
2893,96017.45343516838
2894,108727.77320405353
2895,170787.27192085676
2896,100132.94181486964
2897,89579.59720872068
2898,125318.81514643066
2899,116812.48023924489
2900,99772.4269436322
2901,169171.72562715787
2902,179990.73437819563
2903,136906.02454574782
2904,81986.1508875871
2905,134438.07331916213
2906,121471.92722214422
2907,125944.56575688526
2908,152116.4723395444
2909,151426.40314735335
2910,120716.69533819745
2911,105211.31488992795
2912,114372.53457636845
2913,132379.55267138782
2914,121323.85719016338
2915,107705.71517993162
2916,125791.96156922686
2917,153872.09368562163
2918,105483.86876685092
2919,110256.54787816628
2920,166000.9966795056
2921,137240.97750363348
2922,161624.51725797684
2923,106777.27040643126
2924,150264.7501467866
2925,167193.06994150617
2926,102411.97235106185
2927,165367.71567989336
2928,171235.8312789503
2929,149710.61194269065
2930,194792.3227477243
2931,126044.25267340669
2932,174880.50298110308
2933,157130.40037187308
2934,99806.36977269499
2935,82722.0704082963
2936,83344.32031867797
2937,95745.13448519356
2938,75839.89731429228
2939,102974.99919799449
2940,118962.23757439617
2941,102039.82311599347
2942,81945.53820472043
2943,100428.24217794534
2944,144250.70899225524
2945,138612.6717625463
2946,86012.22735279574
2947,120039.84710912721
2948,113435.13701968735
2949,103538.45973384239
2950,134742.2324108278
2951,148573.03622124004
2952,105377.50777804284
2953,100331.02543627028
2954,98997.84059756022
2955,105609.54518861702
2956,160563.70884886492
2957,98190.59997804539
2958,105301.67313485226
2959,102907.40799962336
2960,128828.66567818986
2961,88159.7874554865
2962,115683.33034679452
2963,90750.42555611783
2964,132663.96843926955
2965,95731.45903896594
2966,77369.52530382633
2967,152003.34793332385
2968,96630.61781463289
2969,117845.4667534603
2970,119560.01512607594
2971,143993.01426756277
2972,98305.80446814442
2973,89112.28400578852
2974,149504.47107530182
2975,124591.30122947655
2976,85496.18348724101
2977,189194.1929787543
2978,123982.92845325955
2979,161337.44026232348
2980,124853.51665440145
2981,81357.15997188383
2982,191823.6764807386
2983,139234.98301772165
2984,79609.95625740697
2985,94010.62048236454
2986,121592.36525759625
2987,83629.47841830809
2988,116952.97288376845
2989,153205.23488714665
2990,97919.28219083844
2991,62857.425319117225
2992,148848.50790073085
2993,152665.8919370536
2994,138490.9481075475
2995,175275.28950940922
2996,105056.8832445217
2997,87734.92807895936
2998,85007.78004444114
2999,110854.23677844739
3000,97728.95552790856
3001,98893.1185480398
3002,164608.10411198132
3003,79329.63524309084
3004,155020.8879675102
3005,163290.56383268262
3006,104456.05504645768
3007,190013.7492982945
3008,146312.65731520162
3009,123212.01184662255
3010,152259.5240476419
3011,128135.49312143854
3012,121729.27016956771
3013,114311.00260388236
3014,95221.5868756757
3015,141174.58371207747
3016,140991.486633951
3017,171344.26974739452
3018,120738.09708231602
3019,68478.58254932129
3020,119198.06213073061
3021,105286.49963272356
3022,85539.63534372102
3023,65510.005705509364
3024,146185.02029425345
3025,129117.47099197423
3026,115262.30651618766
3027,100927.44036309654
3028,162523.9293079487
3029,133831.6412209421
3030,113079.51861315366
3031,180342.06910724
3032,118616.91721944559
3033,126323.99466261883
3034,167166.39903439622
3035,176214.41898314276
3036,120701.29016700164
3037,102307.59477620217
3038,70612.01987753705
3039,179880.15397727245
3040,101993.62350122008
3041,109008.89519535261
3042,79111.48240783403
3043,113739.07475425322
3044,144626.47468982407
3045,134465.771979726
3046,139403.91110575455
3047,106865.81844859992
3048,182554.0749133966
3049,109933.31730821673
3050,121712.59820765199
3051,155683.00762381076
3052,117998.8309870404
3053,112464.70956632557
3054,94967.12823405578
3055,183016.84094937288
3056,117137.99702526879
3057,120426.0552997918
3058,129639.64399301761
3059,130823.74872615076
3060,112131.06652694939
3061,97879.46023382264
3062,182458.5517981268
3063,74441.84695055634
3064,168707.27833835484
3065,140869.48731032785
3066,90047.20051244395
3067,145878.97253326525
3068,97415.28952352965
3069,93729.51038777719
3070,138347.61912245807
3071,135307.34360731262
3072,133306.76687255144
3073,88544.95428836744
3074,86597.82884950678
3075,112441.42710911356
3076,199756.88052988081
3077,82132.15564654273
3078,121313.8480511615
3079,119450.96711997893
3080,164954.70320501275
3081,98797.76043066774
3082,94360.34149598783
3083,93936.66480281552
3084,87789.20346268044
3085,78418.17615216425
3086,123182.6942824569
3087,160910.59356742824
3088,141490.43589136144
3089,86983.04032910157
3090,95476.839212054
3091,213523.5572558755
3092,129132.81721764263
3093,112527.00566514829
3094,130058.22311911346
3095,171335.0991193944
3096,133553.6159282402
3097,88889.54926967228
3098,105355.67003266404
3099,85433.38072861894
3100,158459.15981899665
3101,79257.98975715906
3102,106760.868216606
3103,61153.09457165441
3104,83455.64467009208
3105,139092.00067443174
3106,95178.85701049888
3107,124241.12919517048
3108,97234.5926546806
3109,126502.43221243176
3110,115746.28758867424
3111,101719.23709658442
3112,101759.42367818918
3113,100818.64590536171
3114,77753.2020013893
3115,120899.16558419271
3116,123922.1603043652
3117,83719.86049994665
3118,133366.81843125538
3119,98649.45157968998
3120,153908.18685205086
3121,167899.6740911915
3122,144529.1943419136
3123,93471.93714281604
3124,113893.67234944
3125,92410.67547982841
3126,131360.37860009584
3127,88348.42592232414
3128,100361.1350724263
3129,82965.1573485958
3130,131902.53046108925
3131,111233.04560117859
3132,105179.36760265725
3133,135564.9189666486
3134,135307.15127992266
3135,89049.94091278469
3136,110382.52899382022
3137,105848.52053327416
3138,107342.78653262967
3139,138842.51021334925
3140,95575.98113204632
3141,114665.16716002628
3142,152321.90367084646
3143,103357.49065454096
3144,117713.57910944831
3145,122633.69768171266
3146,90655.7473594562
3147,104085.16324673635
3148,107627.99852661107
3149,152993.2426234396
3150,118312.00165404494
3151,147367.403962001
3152,97209.20911340832
3153,107915.27021725236
3154,126055.56579257626
3155,112989.76924653308
3156,98588.21179546727
3157,141928.30490877497
3158,132726.01257954678
